Cluster	Motif 1	Motif 2	Number of genes in cluster with both motifs	Total number of genes with both motifs	Number of genes in cluster	Raw p-value	Adjusted p-value (BH)	Adjusted p-value (Bonf)	Adjusted p-value (Global Bonf)	Genes
Meso	M_061	M_137	3	425	154	0.448333	0.752315	1	1	AT4G01361;AT4G01391;AT4G01544;
Meso	M_061	M_138	3	458	154	0.497357	0.752315	1	1	AT4G01375;AT4G01376;AT4G01426;
Meso	M_061	M_139	2	377	154	0.644949	0.752315	1	1	AT4G01347;AT4G01391;
Meso	M_061	M_140	1	418	154	0.913726	0.913726	1	1	AT4G01361;
Meso	M_061	M_141	3	508	154	0.56724	0.752315	1	1	AT4G01227;AT4G01378;AT4G01426;
Meso	M_061	M_142	3	533	154	0.599899	0.752315	1	1	AT4G01067;AT4G01275;AT4G01391;
Meso	M_061	M_143	3	550	154	0.621175	0.752315	1	1	AT4G01234;AT4G01376;AT4G01467;
Meso	M_061	M_144	1	399	154	0.90348	0.90348	1	1	AT4G01173;
Meso	M_061	M_145	3	418	154	0.437689	0.752315	1	1	AT4G01067;AT4G01376;AT4G01391;
Meso	M_062	M_063	1	701	154	0.983942	0.983942	1	1	AT4G01239;
Meso	M_062	M_064	0	588	154	1	1	1	1	
Meso	M_062	M_065	0	92	154	1	1	1	1	
Meso	M_062	M_066	2	221	154	0.367309	0.752315	1	1	AT4G01201;AT4G01234;
Meso	M_062	M_067	5	617	154	0.288101	0.752315	1	1	AT4G01073;AT4G01224;AT4G01234;AT4G01302;AT4G01436;
Meso	M_062	M_068	2	677	154	0.906367	0.906367	1	1	AT4G01356;AT4G01486;
Meso	M_062	M_069	2	493	154	0.782461	0.782461	1	1	AT4G01167;AT4G01173;
Meso	M_062	M_070	4	498	154	0.327298	0.752315	1	1	AT4G01239;AT4G01302;AT4G01325;AT4G01432;
Meso	M_062	M_071	2	417	154	0.698762	0.752315	1	1	AT4G01302;AT4G01325;
Meso	M_062	M_072	2	642	154	0.889536	0.889536	1	1	AT4G01167;AT4G01234;
Meso	M_062	M_073	2	614	154	0.87411	0.87411	1	1	AT4G01055;AT4G01387;
Meso	M_062	M_074	1	473	154	0.937684	0.937684	1	1	AT4G01549;
Meso	M_062	M_075	0	681	154	1	1	1	1	
Meso	M_062	M_076	2	668	154	0.902282	0.902282	1	1	AT4G01331;AT4G01436;
Meso	M_062	M_077	3	609	154	0.688963	0.752315	1	1	AT4G01302;AT4G01356;AT4G01391;
Meso	M_062	M_078	1	726	154	0.98617	0.98617	1	1	AT4G01507;
Meso	M_062	M_079	3	573	154	0.648727	0.752315	1	1	AT4G01325;AT4G01391;AT4G01486;
Meso	M_062	M_080	3	950	154	0.916646	0.916646	1	1	AT4G01239;AT4G01331;AT4G01431;
Meso	M_062	M_081	3	636	154	0.716827	0.752315	1	1	AT4G01201;AT4G01234;AT4G01486;
Meso	M_062	M_082	3	650	154	0.730503	0.752315	1	1	AT4G01234;AT4G01239;AT4G01356;
Meso	M_062	M_083	3	626	154	0.706736	0.752315	1	1	AT4G01173;AT4G01325;AT4G01467;
Meso	M_062	M_084	2	579	154	0.852066	0.852066	1	1	AT4G01173;AT4G01356;
Meso	M_062	M_085	0	690	154	1	1	1	1	
Meso	M_062	M_086	1	664	154	0.979973	0.979973	1	1	AT4G01234;
Meso	M_062	M_087	2	585	154	0.856078	0.856078	1	1	AT4G01201;AT4G01387;
Meso	M_062	M_088	2	541	154	0.824231	0.824231	1	1	AT4G01325;AT4G01391;
Meso	M_062	M_089	6	750	154	0.269588	0.752315	1	1	AT4G01167;AT4G01325;AT4G01331;AT4G01431;AT4G01467;AT4G01486;
Meso	M_062	M_090	2	634	154	0.885316	0.885316	1	1	AT4G01201;AT4G01391;
Meso	M_062	M_091	1	437	154	0.922891	0.922891	1	1	AT4G01391;
Meso	M_062	M_092	2	658	154	0.89755	0.89755	1	1	AT4G01239;AT4G01391;
Meso	M_062	M_093	1	349	154	0.870369	0.870369	1	1	AT4G01167;
Meso	M_062	M_094	0	384	154	1	1	1	1	
Meso	M_062	M_095	5	584	154	0.251667	0.752315	1	1	AT4G01224;AT4G01239;AT4G01391;AT4G01467;AT4G01507;
Meso	M_062	M_096	4	693	154	0.573316	0.752315	1	1	AT4G01234;AT4G01302;AT4G01467;AT4G01486;
Meso	M_062	M_097	2	553	154	0.83349	0.83349	1	1	AT4G01467;AT4G01549;
Meso	M_062	M_098	1	680	154	0.981796	0.981796	1	1	AT4G01073;
Meso	M_062	M_099	1	571	154	0.965157	0.965157	1	1	AT4G01475;
Meso	M_062	M_100	2	560	154	0.838687	0.838687	1	1	AT4G01436;AT4G01486;
Meso	M_062	M_101	0	683	154	1	1	1	1	
Meso	M_062	M_102	2	570	154	0.845859	0.845859	1	1	AT4G01173;AT4G01467;
Meso	M_062	M_103	1	651	154	0.978358	0.978358	1	1	AT4G01331;
Meso	M_062	M_104	3	593	154	0.671517	0.752315	1	1	AT4G01167;AT4G01431;AT4G01436;
Meso	M_062	M_105	3	667	154	0.746413	0.752315	1	1	AT4G01234;AT4G01356;AT4G01436;
Meso	M_062	M_106	1	580	154	0.966973	0.966973	1	1	AT4G01432;
Meso	M_062	M_107	3	587	154	0.664794	0.752315	1	1	AT4G01239;AT4G01387;AT4G01431;
Meso	M_062	M_108	3	702	154	0.776822	0.776822	1	1	AT4G01201;AT4G01387;AT4G01467;
Meso	M_062	M_109	3	666	154	0.745498	0.752315	1	1	AT4G01302;AT4G01431;AT4G01486;
Meso	M_062	M_110	3	683	154	0.760701	0.760701	1	1	AT4G01073;AT4G01356;AT4G01391;
Meso	M_062	M_111	5	746	154	0.435598	0.752315	1	1	AT4G01167;AT4G01302;AT4G01325;AT4G01431;AT4G01475;
Meso	M_062	M_112	4	532	154	0.372003	0.752315	1	1	AT4G01239;AT4G01302;AT4G01325;AT4G01391;
Meso	M_062	M_113	3	650	154	0.730503	0.752315	1	1	AT4G01173;AT4G01325;AT4G01436;
Meso	M_062	M_114	2	569	154	0.845155	0.845155	1	1	AT4G01073;AT4G01201;
Meso	M_062	M_115	6	684	154	0.207026	0.752315	1	1	AT4G01073;AT4G01234;AT4G01356;AT4G01391;AT4G01436;AT4G01507;
Meso	M_062	M_116	4	671	154	0.547726	0.752315	1	1	AT4G01302;AT4G01356;AT4G01431;AT4G01436;
Meso	M_062	M_117	0	475	154	1	1	1	1	
Meso	M_062	M_118	1	615	154	0.973181	0.973181	1	1	AT4G01391;
Meso	M_062	M_119	3	647	154	0.727616	0.752315	1	1	AT4G01073;AT4G01234;AT4G01356;
Meso	M_062	M_120	0	735	154	1	1	1	1	
Meso	M_062	M_121	1	693	154	0.983156	0.983156	1	1	AT4G01356;
Meso	M_062	M_122	2	709	154	0.919641	0.919641	1	1	AT4G01356;AT4G01436;
Meso	M_062	M_123	8	580	154	0.0201542	0.37957	1	1	AT4G01055;AT4G01073;AT4G01224;AT4G01302;AT4G01325;AT4G01387;AT4G01432;AT4G01436;
Meso	M_062	M_124	2	436	154	0.721881	0.752315	1	1	AT4G01173;AT4G01234;
Meso	M_062	M_125	6	771	154	0.290449	0.752315	1	1	AT4G01073;AT4G01234;AT4G01302;AT4G01387;AT4G01431;AT4G01436;
Meso	M_062	M_126	6	728	154	0.248172	0.752315	1	1	AT4G01073;AT4G01239;AT4G01325;AT4G01387;AT4G01432;AT4G01467;
Meso	M_062	M_127	4	665	154	0.540612	0.752315	1	1	AT4G01073;AT4G01239;AT4G01507;AT4G01549;
Meso	M_062	M_128	2	742	154	0.931473	0.931473	1	1	AT4G01432;AT4G01507;
Meso	M_062	M_129	10	720	154	0.00944822	0.222597	1	1	AT4G01073;AT4G01201;AT4G01234;AT4G01302;AT4G01325;AT4G01356;AT4G01436;AT4G01475;AT4G01507;AT4G01549;
Meso	M_062	M_130	3	822	154	0.859193	0.859193	1	1	AT4G01224;AT4G01486;AT4G01549;
Meso	M_062	M_131	2	557	154	0.836478	0.836478	1	1	AT4G01356;AT4G01486;
Meso	M_062	M_132	3	681	154	0.758951	0.758951	1	1	AT4G01234;AT4G01391;AT4G01467;
Meso	M_062	M_133	2	746	154	0.932791	0.932791	1	1	AT4G01431;AT4G01467;
Meso	M_062	M_134	4	740	154	0.625186	0.752315	1	1	AT4G01167;AT4G01302;AT4G01325;AT4G01467;
Meso	M_062	M_135	4	596	154	0.455238	0.752315	1	1	AT4G01239;AT4G01325;AT4G01387;AT4G01397;
Meso	M_062	M_136	7	702	154	0.114752	0.752315	1	1	AT4G01061;AT4G01073;AT4G01201;AT4G01239;AT4G01325;AT4G01436;AT4G01475;
Meso	M_062	M_137	1	550	154	0.960527	0.960527	1	1	AT4G01391;
Meso	M_062	M_138	4	559	154	0.4074	0.752315	1	1	AT4G01055;AT4G01065;AT4G01234;AT4G01467;
Meso	M_062	M_139	3	609	154	0.688963	0.752315	1	1	AT4G01224;AT4G01391;AT4G01436;
Meso	M_062	M_140	3	633	154	0.713828	0.752315	1	1	AT4G01073;AT4G01436;AT4G01467;
Meso	M_062	M_141	2	610	154	0.871752	0.871752	1	1	AT4G01325;AT4G01356;
Meso	M_062	M_142	4	687	154	0.566416	0.752315	1	1	AT4G01224;AT4G01239;AT4G01391;AT4G01432;
Meso	M_062	M_143	5	752	154	0.442422	0.752315	1	1	AT4G01173;AT4G01234;AT4G01356;AT4G01397;AT4G01432;
Meso	M_062	M_144	1	638	154	0.976615	0.976615	1	1	AT4G01173;
Meso	M_062	M_145	5	719	154	0.404708	0.752315	1	1	AT4G01173;AT4G01224;AT4G01325;AT4G01391;AT4G01432;
Meso	M_063	M_064	5	298	154	0.030155	0.48248	1	1	AT4G01067;AT4G01249;AT4G01252;AT4G01314;AT4G01537;
Meso	M_063	M_065	4	1072	154	0.873045	0.873045	1	1	AT4G01191;AT4G01239;AT4G01249;AT4G01279;
Meso	M_063	M_066	4	644	154	0.515289	0.752315	1	1	AT4G01067;AT4G01109;AT4G01169;AT4G01454;
Meso	M_063	M_067	3	738	154	0.804937	0.804937	1	1	AT4G01067;AT4G01322;AT4G01365;
Meso	M_063	M_068	5	836	154	0.535267	0.752315	1	1	AT4G01104;AT4G01169;AT4G01314;AT4G01480;AT4G01484;
Meso	M_063	M_069	8	1030	154	0.248994	0.752315	1	1	AT4G01067;AT4G01191;AT4G01220;AT4G01249;AT4G01252;AT4G01326;AT4G01354;AT4G01518;
Meso	M_063	M_070	10	1311	154	0.230682	0.752315	1	1	AT4G01109;AT4G01172;AT4G01193;AT4G01239;AT4G01249;AT4G01265;AT4G01314;AT4G01326;AT4G01480;AT4G01537;
Meso	M_063	M_071	14	1334	154	0.0233374	0.409335	1	1	AT4G01109;AT4G01136;AT4G01172;AT4G01191;AT4G01193;AT4G01239;AT4G01249;AT4G01265;AT4G01314;AT4G01326;AT4G01365;AT4G01387;AT4G01480;AT4G01537;
Meso	M_063	M_072	4	1088	154	0.880241	0.880241	1	1	AT4G01104;AT4G01265;AT4G01322;AT4G01550;
Meso	M_063	M_073	4	660	154	0.534642	0.752315	1	1	AT4G01109;AT4G01193;AT4G01239;AT4G01249;
Meso	M_063	M_074	1	480	154	0.940215	0.940215	1	1	AT4G01252;
Meso	M_063	M_075	1	699	154	0.983749	0.983749	1	1	AT4G01022;
Meso	M_063	M_076	2	839	154	0.957463	0.957463	1	1	AT4G01022;AT4G01104;
Meso	M_063	M_077	3	690	154	0.766746	0.766746	1	1	AT4G01022;AT4G01207;AT4G01252;
Meso	M_063	M_078	7	883	154	0.252933	0.752315	1	1	AT4G01020;AT4G01056;AT4G01172;AT4G01314;AT4G01322;AT4G01480;AT4G01537;
Meso	M_063	M_079	3	831	154	0.864148	0.864148	1	1	AT4G01067;AT4G01104;AT4G01537;
Meso	M_063	M_080	7	1234	154	0.577687	0.752315	1	1	AT4G01022;AT4G01056;AT4G01170;AT4G01239;AT4G01249;AT4G01322;AT4G01326;
Meso	M_063	M_081	9	937	154	0.0956514	0.752315	1	1	AT4G01022;AT4G01065;AT4G01067;AT4G01172;AT4G01191;AT4G01277;AT4G01354;AT4G01480;AT4G01537;
Meso	M_063	M_082	4	859	154	0.737711	0.752315	1	1	AT4G01193;AT4G01220;AT4G01239;AT4G01365;
Meso	M_063	M_083	10	728	154	0.0101564	0.233597	1	1	AT4G01065;AT4G01104;AT4G01172;AT4G01191;AT4G01265;AT4G01290;AT4G01326;AT4G01387;AT4G01480;AT4G01533;
Meso	M_063	M_084	5	972	154	0.668605	0.752315	1	1	AT4G01067;AT4G01104;AT4G01170;AT4G01191;AT4G01326;
Meso	M_063	M_085	2	659	154	0.898033	0.898033	1	1	AT4G01273;AT4G01454;
Meso	M_063	M_086	4	605	154	0.466698	0.752315	1	1	AT4G01022;AT4G01169;AT4G01252;AT4G01454;
Meso	M_063	M_087	5	870	154	0.570884	0.752315	1	1	AT4G01065;AT4G01326;AT4G01387;AT4G01484;AT4G01537;
Meso	M_063	M_088	3	674	154	0.752745	0.752745	1	1	AT4G01109;AT4G01314;AT4G01537;
Meso	M_063	M_089	3	749	154	0.812917	0.812917	1	1	AT4G01290;AT4G01307;AT4G01484;
Meso	M_063	M_090	1	559	154	0.962582	0.962582	1	1	AT4G01314;
Meso	M_063	M_091	0	650	154	1	1	1	1	
Meso	M_063	M_092	8	1049	154	0.264473	0.752315	1	1	AT4G01067;AT4G01170;AT4G01193;AT4G01239;AT4G01249;AT4G01265;AT4G01326;AT4G01387;
Meso	M_063	M_093	7	1273	154	0.610795	0.752315	1	1	AT4G01065;AT4G01265;AT4G01326;AT4G01365;AT4G01387;AT4G01480;AT4G01533;
Meso	M_063	M_094	5	672	154	0.350641	0.752315	1	1	AT4G01065;AT4G01136;AT4G01169;AT4G01207;AT4G01249;
Meso	M_063	M_095	6	675	154	0.198934	0.752315	1	1	AT4G01022;AT4G01239;AT4G01273;AT4G01326;AT4G01480;AT4G01537;
Meso	M_063	M_096	2	668	154	0.902282	0.902282	1	1	AT4G01022;AT4G01067;
Meso	M_063	M_097	5	693	154	0.374799	0.752315	1	1	AT4G01170;AT4G01172;AT4G01265;AT4G01365;AT4G01484;
Meso	M_063	M_098	1	480	154	0.940215	0.940215	1	1	AT4G01136;
Meso	M_063	M_099	2	716	154	0.9223	0.9223	1	1	AT4G01104;AT4G01365;
Meso	M_063	M_100	8	630	154	0.0309049	0.485593	1	1	AT4G01022;AT4G01065;AT4G01109;AT4G01172;AT4G01265;AT4G01273;AT4G01518;AT4G01533;
Meso	M_063	M_101	1	813	154	0.991787	0.991787	1	1	AT4G01322;
Meso	M_063	M_102	5	745	154	0.434459	0.752315	1	1	AT4G01067;AT4G01109;AT4G01169;AT4G01290;AT4G01354;
Meso	M_063	M_103	3	616	154	0.696376	0.752315	1	1	AT4G01022;AT4G01518;AT4G01533;
Meso	M_063	M_104	3	682	154	0.759827	0.759827	1	1	AT4G01109;AT4G01252;AT4G01322;
Meso	M_063	M_105	10	922	154	0.0427131	0.597983	1	1	AT4G01020;AT4G01067;AT4G01104;AT4G01169;AT4G01220;AT4G01265;AT4G01365;AT4G01484;AT4G01533;AT4G01537;
Meso	M_063	M_106	7	890	154	0.259109	0.752315	1	1	AT4G01020;AT4G01220;AT4G01249;AT4G01322;AT4G01354;AT4G01480;AT4G01533;
Meso	M_063	M_107	0	245	154	1	1	1	1	
Meso	M_063	M_108	5	700	154	0.382858	0.752315	1	1	AT4G01109;AT4G01273;AT4G01290;AT4G01387;AT4G01533;
Meso	M_063	M_109	6	893	154	0.415866	0.752315	1	1	AT4G01136;AT4G01172;AT4G01207;AT4G01252;AT4G01307;AT4G01550;
Meso	M_063	M_110	3	791	154	0.840906	0.840906	1	1	AT4G01020;AT4G01022;AT4G01136;
Meso	M_063	M_111	6	731	154	0.251063	0.752315	1	1	AT4G01169;AT4G01239;AT4G01265;AT4G01273;AT4G01354;AT4G01475;
Meso	M_063	M_112	3	751	154	0.814338	0.814338	1	1	AT4G01067;AT4G01239;AT4G01314;
Meso	M_063	M_113	6	686	154	0.20884	0.752315	1	1	AT4G01020;AT4G01307;AT4G01322;AT4G01365;AT4G01387;AT4G01537;
Meso	M_063	M_114	4	863	154	0.741011	0.752315	1	1	AT4G01239;AT4G01322;AT4G01354;AT4G01480;
Meso	M_063	M_115	3	791	154	0.840906	0.840906	1	1	AT4G01136;AT4G01220;AT4G01484;
Meso	M_063	M_116	6	893	154	0.415866	0.752315	1	1	AT4G01104;AT4G01220;AT4G01273;AT4G01365;AT4G01518;AT4G01537;
Meso	M_063	M_117	3	444	154	0.476809	0.752315	1	1	AT4G01067;AT4G01136;AT4G01365;
Meso	M_063	M_118	0	704	154	1	1	1	1	
Meso	M_063	M_119	4	894	154	0.765533	0.765533	1	1	AT4G01136;AT4G01207;AT4G01484;AT4G01533;
Meso	M_063	M_120	2	631	154	0.883696	0.883696	1	1	AT4G01056;AT4G01252;
Meso	M_063	M_121	3	988	154	0.929063	0.929063	1	1	AT4G01065;AT4G01265;AT4G01307;
Meso	M_063	M_122	4	834	154	0.716378	0.752315	1	1	AT4G01022;AT4G01307;AT4G01484;AT4G01537;
Meso	M_063	M_123	22	1233	154	2.71758e-06	0.000361438	0.000418507	0.113486	AT4G01022;AT4G01136;AT4G01170;AT4G01172;AT4G01191;AT4G01207;AT4G01249;AT4G01252;AT4G01265;AT4G01277;AT4G01279;AT4G01307;AT4G01314;AT4G01322;AT4G01326;AT4G01387;AT4G01404;AT4G01462;AT4G01480;AT4G01484;AT4G01518;AT4G01550;
Meso	M_063	M_124	3	679	154	0.757191	0.757191	1	1	AT4G01022;AT4G01136;AT4G01314;
Meso	M_063	M_125	11	948	154	0.0225356	0.405641	1	1	AT4G01020;AT4G01056;AT4G01067;AT4G01220;AT4G01273;AT4G01279;AT4G01307;AT4G01365;AT4G01387;AT4G01484;AT4G01518;
Meso	M_063	M_126	22	1029	154	1.33044e-07	3.21966e-05	2.04888e-05	0.00555591	AT4G01056;AT4G01109;AT4G01170;AT4G01172;AT4G01191;AT4G01193;AT4G01239;AT4G01249;AT4G01252;AT4G01279;AT4G01307;AT4G01314;AT4G01322;AT4G01326;AT4G01354;AT4G01365;AT4G01387;AT4G01404;AT4G01462;AT4G01484;AT4G01533;AT4G01550;
Meso	M_063	M_127	5	910	154	0.610942	0.752315	1	1	AT4G01067;AT4G01239;AT4G01404;AT4G01454;AT4G01537;
Meso	M_063	M_128	8	704	154	0.0531836	0.691386	1	1	AT4G01022;AT4G01067;AT4G01104;AT4G01109;AT4G01136;AT4G01290;AT4G01354;AT4G01404;
Meso	M_063	M_129	16	771	154	1.12456e-05	0.00111331	0.00173182	0.469615	AT4G01022;AT4G01067;AT4G01109;AT4G01191;AT4G01193;AT4G01220;AT4G01273;AT4G01277;AT4G01279;AT4G01307;AT4G01326;AT4G01354;AT4G01365;AT4G01454;AT4G01484;AT4G01550;
Meso	M_063	M_130	7	811	154	0.19246	0.752315	1	1	AT4G01056;AT4G01065;AT4G01109;AT4G01207;AT4G01277;AT4G01354;AT4G01484;
Meso	M_063	M_131	2	586	154	0.856737	0.856737	1	1	AT4G01136;AT4G01220;
Meso	M_063	M_132	2	805	154	0.949655	0.949655	1	1	AT4G01022;AT4G01067;
Meso	M_063	M_133	9	894	154	0.0766829	0.752315	1	1	AT4G01109;AT4G01169;AT4G01170;AT4G01193;AT4G01239;AT4G01249;AT4G01290;AT4G01354;AT4G01484;
Meso	M_063	M_134	17	855	154	1.02716e-05	0.0010477	0.00158182	0.42894	AT4G01020;AT4G01109;AT4G01169;AT4G01172;AT4G01220;AT4G01252;AT4G01277;AT4G01307;AT4G01326;AT4G01354;AT4G01365;AT4G01404;AT4G01475;AT4G01484;AT4G01518;AT4G01533;AT4G01550;
Meso	M_063	M_135	10	1027	154	0.076247	0.752315	1	1	AT4G01065;AT4G01067;AT4G01136;AT4G01172;AT4G01207;AT4G01220;AT4G01252;AT4G01307;AT4G01387;AT4G01480;
Meso	M_063	M_136	14	944	154	0.00123125	0.0467876	0.189613	1	AT4G01022;AT4G01065;AT4G01109;AT4G01172;AT4G01191;AT4G01220;AT4G01265;AT4G01273;AT4G01326;AT4G01475;AT4G01484;AT4G01518;AT4G01533;AT4G01550;
Meso	M_063	M_137	2	555	154	0.83499	0.83499	1	1	AT4G01136;AT4G01273;
Meso	M_063	M_138	11	910	154	0.0172502	0.327755	1	1	AT4G01020;AT4G01022;AT4G01065;AT4G01109;AT4G01136;AT4G01193;AT4G01220;AT4G01249;AT4G01365;AT4G01480;AT4G01533;
Meso	M_063	M_139	7	775	154	0.164724	0.752315	1	1	AT4G01020;AT4G01056;AT4G01065;AT4G01067;AT4G01109;AT4G01172;AT4G01480;
Meso	M_063	M_140	0	510	154	1	1	1	1	
Meso	M_063	M_141	5	737	154	0.425331	0.752315	1	1	AT4G01022;AT4G01056;AT4G01169;AT4G01193;AT4G01322;
Meso	M_063	M_142	12	1201	154	0.0471589	0.613066	1	1	AT4G01067;AT4G01104;AT4G01109;AT4G01172;AT4G01191;AT4G01207;AT4G01239;AT4G01249;AT4G01273;AT4G01279;AT4G01404;AT4G01462;
Meso	M_063	M_143	5	985	154	0.67997	0.752315	1	1	AT4G01056;AT4G01104;AT4G01109;AT4G01172;AT4G01365;
Meso	M_063	M_144	6	796	154	0.315709	0.752315	1	1	AT4G01172;AT4G01220;AT4G01239;AT4G01279;AT4G01307;AT4G01550;
Meso	M_063	M_145	8	947	154	0.185474	0.752315	1	1	AT4G01056;AT4G01067;AT4G01109;AT4G01220;AT4G01273;AT4G01365;AT4G01404;AT4G01537;
Meso	M_064	M_065	4	624	154	0.490603	0.752315	1	1	AT4G01067;AT4G01218;AT4G01249;AT4G01285;
Meso	M_064	M_066	3	628	154	0.708776	0.752315	1	1	AT4G01180;AT4G01249;AT4G01537;
Meso	M_064	M_067	2	584	154	0.855416	0.855416	1	1	AT4G01067;AT4G01489;
Meso	M_064	M_068	4	620	154	0.485605	0.752315	1	1	AT4G01218;AT4G01314;AT4G01403;AT4G01437;
Meso	M_064	M_069	7	708	154	0.118516	0.752315	1	1	AT4G01067;AT4G01159;AT4G01180;AT4G01218;AT4G01249;AT4G01252;AT4G01285;
Meso	M_064	M_070	10	700	154	0.0078433	0.196082	1	1	AT4G01109;AT4G01159;AT4G01172;AT4G01218;AT4G01249;AT4G01285;AT4G01314;AT4G01403;AT4G01437;AT4G01537;
Meso	M_064	M_071	9	668	154	0.0161848	0.323695	1	1	AT4G01109;AT4G01136;AT4G01172;AT4G01180;AT4G01249;AT4G01285;AT4G01314;AT4G01419;AT4G01537;
Meso	M_064	M_072	1	780	154	0.98999	0.98999	1	1	AT4G01437;
Meso	M_064	M_073	3	661	154	0.740884	0.752315	1	1	AT4G01067;AT4G01109;AT4G01249;
Meso	M_064	M_074	2	550	154	0.831217	0.831217	1	1	AT4G01108;AT4G01159;
Meso	M_064	M_075	1	823	154	0.992265	0.992265	1	1	AT4G01378;
Meso	M_064	M_076	1	759	154	0.988648	0.988648	1	1	AT4G01378;
Meso	M_064	M_077	1	676	154	0.981356	0.981356	1	1	AT4G01252;
Meso	M_064	M_078	4	664	154	0.539421	0.752315	1	1	AT4G01180;AT4G01437;AT4G01507;AT4G01537;
Meso	M_064	M_079	5	692	154	0.373648	0.752315	1	1	AT4G01067;AT4G01159;AT4G01197;AT4G01361;AT4G01537;
Meso	M_064	M_080	3	699	154	0.774336	0.774336	1	1	AT4G01159;AT4G01249;AT4G01437;
Meso	M_064	M_081	2	654	154	0.895599	0.895599	1	1	AT4G01067;AT4G01537;
Meso	M_064	M_082	3	689	154	0.76589	0.76589	1	1	AT4G01067;AT4G01108;AT4G01419;
Meso	M_064	M_083	1	585	154	0.96794	0.96794	1	1	AT4G01314;
Meso	M_064	M_084	6	752	154	0.271559	0.752315	1	1	AT4G01067;AT4G01180;AT4G01197;AT4G01285;AT4G01376;AT4G01419;
Meso	M_064	M_085	0	850	154	1	1	1	1	
Meso	M_064	M_086	4	734	154	0.618788	0.752315	1	1	AT4G01159;AT4G01252;AT4G01361;AT4G01489;
Meso	M_064	M_087	3	634	154	0.71483	0.752315	1	1	AT4G01218;AT4G01361;AT4G01537;
Meso	M_064	M_088	7	683	154	0.103262	0.752315	1	1	AT4G01067;AT4G01109;AT4G01159;AT4G01172;AT4G01249;AT4G01285;AT4G01537;
Meso	M_064	M_089	3	626	154	0.706736	0.752315	1	1	AT4G01108;AT4G01218;AT4G01419;
Meso	M_064	M_090	1	753	154	0.988233	0.988233	1	1	AT4G01109;
Meso	M_064	M_091	5	565	154	0.231265	0.752315	1	1	AT4G01067;AT4G01159;AT4G01172;AT4G01180;AT4G01218;
Meso	M_064	M_092	4	733	154	0.617715	0.752315	1	1	AT4G01067;AT4G01108;AT4G01249;AT4G01285;
Meso	M_064	M_093	1	657	154	0.979119	0.979119	1	1	AT4G01108;
Meso	M_064	M_094	3	552	154	0.623627	0.752315	1	1	AT4G01136;AT4G01207;AT4G01285;
Meso	M_064	M_095	5	703	154	0.386311	0.752315	1	1	AT4G01172;AT4G01218;AT4G01437;AT4G01507;AT4G01537;
Meso	M_064	M_096	1	660	154	0.979489	0.979489	1	1	AT4G01067;
Meso	M_064	M_097	0	699	154	1	1	1	1	
Meso	M_064	M_098	2	633	154	0.884778	0.884778	1	1	AT4G01067;AT4G01249;
Meso	M_064	M_099	2	739	154	0.930469	0.930469	1	1	AT4G01285;AT4G01378;
Meso	M_064	M_100	4	562	154	0.411314	0.752315	1	1	AT4G01108;AT4G01109;AT4G01159;AT4G01172;
Meso	M_064	M_101	0	815	154	1	1	1	1	
Meso	M_064	M_102	3	590	154	0.668168	0.752315	1	1	AT4G01109;AT4G01136;AT4G01437;
Meso	M_064	M_103	2	747	154	0.933116	0.933116	1	1	AT4G01136;AT4G01378;
Meso	M_064	M_104	3	652	154	0.732414	0.752315	1	1	AT4G01109;AT4G01136;AT4G01252;
Meso	M_064	M_105	3	706	154	0.780101	0.780101	1	1	AT4G01067;AT4G01218;AT4G01378;
Meso	M_064	M_106	5	656	154	0.332297	0.752315	1	1	AT4G01136;AT4G01159;AT4G01249;AT4G01432;AT4G01537;
Meso	M_064	M_107	5	509	154	0.17445	0.752315	1	1	AT4G01108;AT4G01109;AT4G01207;AT4G01249;AT4G01537;
Meso	M_064	M_108	2	681	154	0.908132	0.908132	1	1	AT4G01109;AT4G01159;
Meso	M_064	M_109	6	549	154	0.10078	0.752315	1	1	AT4G01172;AT4G01207;AT4G01252;AT4G01361;AT4G01419;AT4G01437;
Meso	M_064	M_110	1	582	154	0.967363	0.967363	1	1	AT4G01378;
Meso	M_064	M_111	3	514	154	0.575224	0.752315	1	1	AT4G01159;AT4G01285;AT4G01475;
Meso	M_064	M_112	5	674	154	0.352939	0.752315	1	1	AT4G01067;AT4G01159;AT4G01180;AT4G01249;AT4G01285;
Meso	M_064	M_113	4	589	154	0.446271	0.752315	1	1	AT4G01108;AT4G01376;AT4G01437;AT4G01537;
Meso	M_064	M_114	2	660	154	0.898513	0.898513	1	1	AT4G01180;AT4G01376;
Meso	M_064	M_115	0	734	154	1	1	1	1	
Meso	M_064	M_116	2	755	154	0.935669	0.935669	1	1	AT4G01197;AT4G01432;
Meso	M_064	M_117	5	519	154	0.184175	0.752315	1	1	AT4G01197;AT4G01218;AT4G01249;AT4G01378;AT4G01537;
Meso	M_064	M_118	1	598	154	0.970326	0.970326	1	1	AT4G01507;
Meso	M_064	M_119	2	673	154	0.904572	0.904572	1	1	AT4G01207;AT4G01489;
Meso	M_064	M_120	2	731	154	0.927724	0.927724	1	1	AT4G01159;AT4G01489;
Meso	M_064	M_121	3	705	154	0.779285	0.779285	1	1	AT4G01180;AT4G01218;AT4G01437;
Meso	M_064	M_122	3	713	154	0.785744	0.785744	1	1	AT4G01180;AT4G01218;AT4G01537;
